10/07/2020 7:34:22 PM|Quizzame|Question 1| ID:5366  |Correct:A  |Keypad:12 |Name:103  |Pressed:A  |Seconds:0.5  |Question Points:950  |Total:950
10/07/2020 7:57:33 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:0.8  |Question Points:1800  |Total:7944
10/07/2020 7:57:33 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:0.88  |Question Points:1780  |Total:3740
10/07/2020 7:57:33 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:1.15  |Question Points:1713  |Total:2934
10/07/2020 7:57:33 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:1.29  |Question Points:1678  |Total:5163
10/07/2020 7:57:33 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:B  |Seconds:1.13  |Question Points:1718  |Total:7025
10/07/2020 7:57:33 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:1.08  |Question Points:1730  |Total:7552
10/07/2020 7:57:34 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:1.22  |Question Points:1695  |Total:3961
10/07/2020 7:57:34 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:1.56  |Question Points:1610  |Total:3808
10/07/2020 7:57:36 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:12 |Name:103  |Pressed:B  |Seconds:3.2  |Question Points:1200  |Total:3277
10/07/2020 7:57:36 PM|Name That Tune 1|Question 5| ID:99  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:B  |Seconds:3.93  |Question Points:1017  |Total:4982
10/07/2020 7:58:19 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:2 |Name:DC  |Pressed:C  |Seconds:0.89  |Question Points:1778  |Total:5518
10/07/2020 7:58:20 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:1.85  |Question Points:1537  |Total:8562
10/07/2020 7:58:21 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:8 |Name:Trans-Houston  |Pressed:C  |Seconds:2.25  |Question Points:1438  |Total:4372
10/07/2020 7:58:21 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:11 |Name:Quaranteam  |Pressed:C  |Seconds:2.33  |Question Points:1418  |Total:8970
10/07/2020 7:58:22 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:10 |Name:Father Knows Best  |Pressed:C  |Seconds:3.25  |Question Points:1188  |Total:4996
10/07/2020 7:58:22 PM|Name That Tune 1|Question 6 |ID:100  |Correct:C  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:3.32  |Question Points:-117.6  |Total:5163
10/07/2020 7:58:22 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:4 |Name:Seven Up  |Pressed:C  |Seconds:3.24  |Question Points:1190  |Total:6172
10/07/2020 7:58:26 PM|Name That Tune 1|Question 6| ID:100  |Correct:C  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:7.74  |Question Points:65  |Total:4026
10/07/2020 7:59:16 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:2 |Name:DC  |Pressed:C  |Seconds:1.04  |Question Points:1740  |Total:7258
10/07/2020 7:59:16 PM|Name That Tune 1|Question 7 |ID:101  |Correct:C  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:D  |Seconds:1.1  |Question Points:-432  |Total:7944
10/07/2020 7:59:16 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:3 |Name:Rice Queens  |Pressed:C  |Seconds:1.07  |Question Points:1732  |Total:6777
10/07/2020 7:59:16 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:10 |Name:Father Knows Best  |Pressed:C  |Seconds:1.41  |Question Points:1648  |Total:6644
10/07/2020 7:59:16 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:1.43  |Question Points:1643  |Total:10205
10/07/2020 7:59:16 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:11 |Name:Quaranteam  |Pressed:C  |Seconds:1.68  |Question Points:1580  |Total:10550
10/07/2020 7:59:17 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:8 |Name:Trans-Houston  |Pressed:C  |Seconds:2.87  |Question Points:1283  |Total:5655
10/07/2020 7:59:18 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:4 |Name:Seven Up  |Pressed:C  |Seconds:3.54  |Question Points:1115  |Total:7287
10/07/2020 7:59:19 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:3.83  |Question Points:1043  |Total:5069
10/07/2020 7:59:22 PM|Name That Tune 1|Question 7| ID:101  |Correct:C  |Keypad:12 |Name:103  |Pressed:C  |Seconds:7.67  |Question Points:82  |Total:3359
10/07/2020 8:00:11 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:0.71  |Question Points:1823  |Total:8600
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:1.18  |Question Points:1705  |Total:9217
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:1.1  |Question Points:1725  |Total:8983
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:B  |Seconds:1.12  |Question Points:1720  |Total:11925
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:1.12  |Question Points:1720  |Total:6789
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:B  |Seconds:1.92  |Question Points:1520  |Total:8807
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:12 |Name:103  |Pressed:B  |Seconds:1.77  |Question Points:1558  |Total:4917
10/07/2020 8:00:12 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:1.79  |Question Points:1553  |Total:8197
10/07/2020 8:00:16 PM|Name That Tune 1|Question 8 |ID:102  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:5.54  |Question Points:-313  |Total:10550
10/07/2020 8:00:17 PM|Name That Tune 1|Question 8| ID:102  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:6.72  |Question Points:320  |Total:5975
10/07/2020 8:02:25 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:0.79  |Question Points:921  |Total:921
10/07/2020 8:02:26 PM|Quizzame|Question 1 |ID:5905  |Correct:B  |Keypad:3 |Name:Rice Queens  |Pressed:A  |Seconds:1.02  |Question Points:-449  |Total:0
10/07/2020 8:02:26 PM|Quizzame|Question 1 |ID:5905  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:A  |Seconds:1.47  |Question Points:-426  |Total:0
10/07/2020 8:02:26 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:B  |Seconds:1.39  |Question Points:861  |Total:861
10/07/2020 8:02:26 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:1.51  |Question Points:849  |Total:849
10/07/2020 8:02:26 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:1.44  |Question Points:856  |Total:856
10/07/2020 8:02:26 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:1.61  |Question Points:839  |Total:839
10/07/2020 8:02:28 PM|Quizzame|Question 1 |ID:5905  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:A  |Seconds:3.93  |Question Points:-303  |Total:0
10/07/2020 8:02:30 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:5.32  |Question Points:468  |Total:468
10/07/2020 8:02:32 PM|Quizzame|Question 1| ID:5905  |Correct:B  |Keypad:12 |Name:103  |Pressed:B  |Seconds:7.79  |Question Points:221  |Total:221
10/07/2020 8:03:02 PM|Quizzame|Question 2 |ID:7652  |Correct:A  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:0.77  |Question Points:-92.4  |Total:468
10/07/2020 8:03:03 PM|Quizzame|Question 2| ID:7652  |Correct:A  |Keypad:4 |Name:Seven Up  |Pressed:A  |Seconds:1.43  |Question Points:857  |Total:554
10/07/2020 8:03:03 PM|Quizzame|Question 2| ID:7652  |Correct:A  |Keypad:10 |Name:Father Knows Best  |Pressed:A  |Seconds:1.77  |Question Points:823  |Total:1662
10/07/2020 8:03:05 PM|Quizzame|Question 2| ID:7652  |Correct:A  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:A  |Seconds:3.92  |Question Points:608  |Total:1457
10/07/2020 8:03:05 PM|Quizzame|Question 2| ID:7652  |Correct:A  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:3.86  |Question Points:614  |Total:1470
10/07/2020 8:03:08 PM|Quizzame|Question 2 |ID:7652  |Correct:A  |Keypad:12 |Name:103  |Pressed:B  |Seconds:6.31  |Question Points:-18.5  |Total:221
10/07/2020 8:03:10 PM|Quizzame|Question 2 |ID:7652  |Correct:A  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:8.45  |Question Points:-7.8  |Total:-426
10/07/2020 8:03:11 PM|Quizzame|Question 2 |ID:7652  |Correct:A  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:8.98  |Question Points:-51  |Total:921
10/07/2020 8:04:03 PM|Quizzame|Question 3| ID:15462  |Correct:D  |Keypad:7 |Name:ETC  |Pressed:D  |Seconds:1.89  |Question Points:2620  |Total:3481
10/07/2020 8:04:04 PM|Quizzame|Question 3| ID:15462  |Correct:D  |Keypad:3 |Name:Rice Queens  |Pressed:D  |Seconds:2.61  |Question Points:2475  |Total:2026
10/07/2020 8:04:05 PM|Quizzame|Question 3| ID:15462  |Correct:D  |Keypad:11 |Name:Quaranteam  |Pressed:D  |Seconds:3.87  |Question Points:2222  |Total:3692
10/07/2020 8:04:07 PM|Quizzame|Question 3| ID:15462  |Correct:D  |Keypad:2 |Name:DC  |Pressed:D  |Seconds:6.28  |Question Points:1738  |Total:2608
10/07/2020 8:04:09 PM|Quizzame|Question 3 |ID:15462  |Correct:D  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:8.19  |Question Points:-68.9  |Total:376
10/07/2020 8:04:10 PM|Quizzame|Question 3| ID:15462  |Correct:D  |Keypad:12 |Name:103  |Pressed:D  |Seconds:8.83  |Question Points:1225  |Total:1427
10/07/2020 8:04:12 PM|Quizzame|Question 3| ID:15462  |Correct:D  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:D  |Seconds:10.54  |Question Points:881  |Total:2338
10/07/2020 8:04:14 PM|Quizzame|Question 3 |ID:15462  |Correct:D  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:13.26  |Question Points:-18.7  |Total:-434
10/07/2020 8:04:56 PM|Quizzame|Question 4 |ID:728  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:C  |Seconds:1.82  |Question Points:-44  |Total:307
10/07/2020 8:04:56 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:B  |Seconds:1.72  |Question Points:885  |Total:4366
10/07/2020 8:04:56 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:2.05  |Question Points:863  |Total:3471
10/07/2020 8:04:57 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:2.39  |Question Points:840  |Total:2502
10/07/2020 8:04:59 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:4.99  |Question Points:666  |Total:2692
10/07/2020 8:05:00 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:B  |Seconds:5.18  |Question Points:653  |Total:1207
10/07/2020 8:05:03 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:9.18  |Question Points:385  |Total:-68
10/07/2020 8:05:06 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:11.87  |Question Points:205  |Total:2543
10/07/2020 8:05:08 PM|Quizzame|Question 4| ID:728  |Correct:B  |Keypad:12 |Name:103  |Pressed:B  |Seconds:13.45  |Question Points:99  |Total:1526
10/07/2020 8:05:09 PM|Quizzame|Question 4 |ID:728  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:14.29  |Question Points:-28  |Total:3692
10/07/2020 8:06:28 PM|Quizzame|Question 5| ID:9374  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:1.85  |Question Points:2628  |Total:5171
10/07/2020 8:06:29 PM|Quizzame|Question 5 |ID:9374  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:A  |Seconds:2.62  |Question Points:-248.2  |Total:2502
10/07/2020 8:06:31 PM|Quizzame|Question 5| ID:9374  |Correct:B  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:4.29  |Question Points:2138  |Total:4830
10/07/2020 8:06:31 PM|Quizzame|Question 5 |ID:9374  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:A  |Seconds:4.67  |Question Points:-103.8  |Total:263
10/07/2020 8:06:32 PM|Quizzame|Question 5| ID:9374  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:6.04  |Question Points:1786  |Total:5257
10/07/2020 8:06:37 PM|Quizzame|Question 5 |ID:9374  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:10.87  |Question Points:-212  |Total:3664
10/07/2020 8:06:41 PM|Quizzame|Question 5 |ID:9374  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:A  |Seconds:14.46  |Question Points:-0.68  |Total:-68
10/07/2020 8:07:14 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:8 |Name:Trans-Houston  |Pressed:E  |Seconds:1.27  |Question Points:915  |Total:1074
10/07/2020 8:07:14 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:E  |Seconds:1.95  |Question Points:869  |Total:4321
10/07/2020 8:07:15 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:10 |Name:Father Knows Best  |Pressed:E  |Seconds:2.67  |Question Points:821  |Total:3075
10/07/2020 8:07:16 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:3 |Name:Rice Queens  |Pressed:E  |Seconds:3.39  |Question Points:773  |Total:5603
10/07/2020 8:07:16 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:4 |Name:Seven Up  |Pressed:E  |Seconds:3.19  |Question Points:786  |Total:1993
10/07/2020 8:07:16 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:E  |Seconds:3.55  |Question Points:762  |Total:5933
10/07/2020 8:07:17 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:2 |Name:DC  |Pressed:E  |Seconds:4.07  |Question Points:727  |Total:5984
10/07/2020 8:07:18 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:7 |Name:ETC  |Pressed:E  |Seconds:5.06  |Question Points:661  |Total:5027
10/07/2020 8:07:22 PM|Quizzame|Question 6| ID:2069  |Correct:E  |Keypad:6 |Name:The Bobcats  |Pressed:E  |Seconds:9.93  |Question Points:335  |Total:266
10/07/2020 8:08:33 PM|Quizzame|Question 7| ID:2178  |Correct:E  |Keypad:8 |Name:Trans-Houston  |Pressed:E  |Seconds:5.64  |Question Points:622  |Total:1696
10/07/2020 8:08:34 PM|Quizzame|Question 7| ID:2178  |Correct:E  |Keypad:4 |Name:Seven Up  |Pressed:E  |Seconds:7.44  |Question Points:502  |Total:2495
10/07/2020 8:08:35 PM|Quizzame|Question 7| ID:2178  |Correct:E  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:E  |Seconds:7.91  |Question Points:470  |Total:6403
10/07/2020 8:08:38 PM|Quizzame|Question 7 |ID:2178  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:11.07  |Question Points:-27  |Total:4321
10/07/2020 8:08:42 PM|Quizzame|Question 7 |ID:2178  |Correct:E  |Keypad:6 |Name:The Bobcats  |Pressed:A  |Seconds:14.61  |Question Points:-0.18  |Total:266
10/07/2020 8:09:50 PM|Quizzame|Question 8| ID:16634  |Correct:A  |Keypad:3 |Name:Rice Queens  |Pressed:A  |Seconds:0.86  |Question Points:2827  |Total:8430
10/07/2020 8:09:50 PM|Quizzame|Question 8| ID:16634  |Correct:A  |Keypad:8 |Name:Trans-Houston  |Pressed:A  |Seconds:1.09  |Question Points:2781  |Total:4477
10/07/2020 8:09:50 PM|Quizzame|Question 8 |ID:16634  |Correct:A  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:C  |Seconds:1.21  |Question Points:-1380  |Total:6403
10/07/2020 8:09:51 PM|Quizzame|Question 8| ID:16634  |Correct:A  |Keypad:2 |Name:DC  |Pressed:A  |Seconds:1.46  |Question Points:2707  |Total:8691
10/07/2020 8:09:51 PM|Quizzame|Question 8| ID:16634  |Correct:A  |Keypad:10 |Name:Father Knows Best  |Pressed:A  |Seconds:1.91  |Question Points:2616  |Total:5691
10/07/2020 8:09:51 PM|Quizzame|Question 8| ID:16634  |Correct:A  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:2.26  |Question Points:2546  |Total:6840
10/07/2020 8:09:52 PM|Quizzame|Question 8 |ID:16634  |Correct:A  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:3.26  |Question Points:-11.77  |Total:266
10/07/2020 8:09:53 PM|Quizzame|Question 8 |ID:16634  |Correct:A  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:3.87  |Question Points:-223.4  |Total:5027
10/07/2020 8:09:59 PM|Quizzame|Question 8 |ID:16634  |Correct:A  |Keypad:12 |Name:103  |Pressed:C  |Seconds:9.5  |Question Points:-56  |Total:1526
10/07/2020 8:09:59 PM|Quizzame|Question 8 |ID:16634  |Correct:A  |Keypad:4 |Name:Seven Up  |Pressed:C  |Seconds:9.49  |Question Points:-56  |Total:2495
10/07/2020 8:10:40 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:6 |Name:The Bobcats  |Pressed:A  |Seconds:1.26  |Question Points:916  |Total:1170
10/07/2020 8:10:40 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:10 |Name:Father Knows Best  |Pressed:A  |Seconds:1.42  |Question Points:905  |Total:6596
10/07/2020 8:10:40 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:1.48  |Question Points:901  |Total:7741
10/07/2020 8:10:41 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:2 |Name:DC  |Pressed:A  |Seconds:2.09  |Question Points:860  |Total:9551
10/07/2020 8:10:41 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:8 |Name:Trans-Houston  |Pressed:A  |Seconds:2.19  |Question Points:853  |Total:5330
10/07/2020 8:10:44 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:A  |Seconds:4.55  |Question Points:695  |Total:5718
10/07/2020 8:10:45 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:3 |Name:Rice Queens  |Pressed:A  |Seconds:6.38  |Question Points:573  |Total:9003
10/07/2020 8:10:53 PM|Quizzame|Question 9| ID:7199  |Correct:A  |Keypad:7 |Name:ETC  |Pressed:A  |Seconds:14.39  |Question Points:36  |Total:4840
10/07/2020 8:11:27 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:6 |Name:The Bobcats  |Pressed:A  |Seconds:1.22  |Question Points:918  |Total:2088
10/07/2020 8:11:27 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:4 |Name:Seven Up  |Pressed:A  |Seconds:1.29  |Question Points:914  |Total:3353
10/07/2020 8:11:28 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:2 |Name:DC  |Pressed:A  |Seconds:1.49  |Question Points:900  |Total:10451
10/07/2020 8:11:28 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:8 |Name:Trans-Houston  |Pressed:A  |Seconds:1.27  |Question Points:915  |Total:6245
10/07/2020 8:11:28 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:10 |Name:Father Knows Best  |Pressed:A  |Seconds:1.78  |Question Points:881  |Total:7477
10/07/2020 8:11:29 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:7 |Name:ETC  |Pressed:A  |Seconds:2.64  |Question Points:823  |Total:5663
10/07/2020 8:11:37 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:3 |Name:Rice Queens  |Pressed:A  |Seconds:10.37  |Question Points:305  |Total:9308
10/07/2020 8:11:40 PM|Quizzame|Question 10| ID:6572  |Correct:A  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:14.12  |Question Points:54  |Total:7795
10/07/2020 8:11:40 PM|Quizzame|Question 10 |ID:6572  |Correct:A  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:C  |Seconds:14.06  |Question Points:-7.2  |Total:5718
10/07/2020 8:12:31 PM|Quizzame|Question 11| ID:8943  |Correct:E  |Keypad:2 |Name:DC  |Pressed:E  |Seconds:1.12  |Question Points:2775  |Total:13226
10/07/2020 8:12:32 PM|Quizzame|Question 11| ID:8943  |Correct:E  |Keypad:3 |Name:Rice Queens  |Pressed:E  |Seconds:1.85  |Question Points:2628  |Total:11936
10/07/2020 8:12:32 PM|Quizzame|Question 11| ID:8943  |Correct:E  |Keypad:7 |Name:ETC  |Pressed:E  |Seconds:1.75  |Question Points:2648  |Total:8311
10/07/2020 8:12:33 PM|Quizzame|Question 11| ID:8943  |Correct:E  |Keypad:10 |Name:Father Knows Best  |Pressed:E  |Seconds:3.26  |Question Points:2345  |Total:9822
10/07/2020 8:12:35 PM|Quizzame|Question 11 |ID:8943  |Correct:E  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:5.7  |Question Points:-187.2  |Total:6245
10/07/2020 8:12:35 PM|Quizzame|Question 11 |ID:8943  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:5.81  |Question Points:-462.5  |Total:7795
10/07/2020 8:12:41 PM|Quizzame|Question 11 |ID:8943  |Correct:E  |Keypad:4 |Name:Seven Up  |Pressed:D  |Seconds:11.02  |Question Points:-40.9  |Total:3353
10/07/2020 8:12:42 PM|Quizzame|Question 11 |ID:8943  |Correct:E  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:12.44  |Question Points:-26.8  |Total:2088
10/07/2020 8:12:45 PM|Quizzame|Question 11 |ID:8943  |Correct:E  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:14.8  |Question Points:-7  |Total:5711
10/07/2020 8:13:23 PM|Quizzame|Question 12 |ID:18  |Correct:C  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:5.26  |Question Points:-65.2  |Total:7332
10/07/2020 8:13:23 PM|Quizzame|Question 12 |ID:18  |Correct:C  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:5.59  |Question Points:-31.6  |Total:5704
10/07/2020 8:13:25 PM|Quizzame|Question 12| ID:18  |Correct:C  |Keypad:10 |Name:Father Knows Best  |Pressed:C  |Seconds:7.83  |Question Points:475  |Total:10297
10/07/2020 8:13:28 PM|Quizzame|Question 12 |ID:18  |Correct:C  |Keypad:12 |Name:103  |Pressed:E  |Seconds:9.81  |Question Points:-1.76  |Total:1470
10/07/2020 8:13:32 PM|Quizzame|Question 12 |ID:18  |Correct:C  |Keypad:7 |Name:ETC  |Pressed:E  |Seconds:14.33  |Question Points:-5.4  |Total:8311
10/07/2020 8:13:32 PM|Quizzame|Question 12 |ID:18  |Correct:C  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:14.32  |Question Points:-5.4  |Total:6058
10/07/2020 8:13:32 PM|Quizzame|Question 12 |ID:18  |Correct:C  |Keypad:6 |Name:The Bobcats  |Pressed:E  |Seconds:14.74  |Question Points:-1.4  |Total:2061
10/07/2020 8:25:40 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:8 |Name:Trans-Houston  |Pressed:C  |Seconds:1.13  |Question Points:924  |Total:924
10/07/2020 8:25:41 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:1.87  |Question Points:875  |Total:875
10/07/2020 8:25:41 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:C  |Seconds:1.75  |Question Points:883  |Total:883
10/07/2020 8:25:41 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:2 |Name:DC  |Pressed:C  |Seconds:1.78  |Question Points:881  |Total:881
10/07/2020 8:25:41 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:11 |Name:Quaranteam  |Pressed:C  |Seconds:2.53  |Question Points:830  |Total:830
10/07/2020 8:25:43 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:4.56  |Question Points:694  |Total:694
10/07/2020 8:25:44 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:3 |Name:Rice Queens  |Pressed:C  |Seconds:5.55  |Question Points:628  |Total:628
10/07/2020 8:25:47 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:4 |Name:Seven Up  |Pressed:C  |Seconds:8.33  |Question Points:442  |Total:442
10/07/2020 8:25:53 PM|Quizzame|Question 1| ID:6782  |Correct:C  |Keypad:10 |Name:Father Knows Best  |Pressed:C  |Seconds:14.29  |Question Points:43  |Total:43
10/07/2020 8:26:32 PM|Quizzame|Question 2 |ID:16306  |Correct:E  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:6.12  |Question Points:-29.8  |Total:43
10/07/2020 8:26:33 PM|Quizzame|Question 2 |ID:16306  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:A  |Seconds:6.66  |Question Points:-56  |Total:830
