1/12/2021 7:32:02 PM|Quizzame|ROUND 1|Question 1 |ID:159  |Correct:E  |Keypad:4 |Name:Captain Mat  |Pressed:A  |Seconds:0.91  |Question Points:-470  |Total:0
1/12/2021 7:52:48 PM|NTTX|NTTX - Pack 83 - With Video|Question 2| ID:782  |Correct:A  |Keypad:17 |Name:Bridgeway Boys  |Pressed:A  |Seconds:2.1  |Question Points:1475  |Total:1339
1/12/2021 7:52:49 PM|NTTX|NTTX - Pack 83 - With Video|Question 2| ID:782  |Correct:A  |Keypad:16 |Name:Thirsty Camels  |Pressed:A  |Seconds:3.16  |Question Points:1210  |Total:1210
1/12/2021 7:52:50 PM|NTTX|NTTX - Pack 83 - With Video|Question 2| ID:782  |Correct:A  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:4.56  |Question Points:860  |Total:727
1/12/2021 7:52:51 PM|NTTX|NTTX - Pack 83 - With Video|Question 2 |ID:782  |Correct:A  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:5.14  |Question Points:-3.63  |Total:-190
1/12/2021 7:52:52 PM|NTTX|NTTX - Pack 83 - With Video|Question 2| ID:782  |Correct:A  |Keypad:10 |Name:Menace to Sobriety  |Pressed:A  |Seconds:5.78  |Question Points:555  |Total:372
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:C  |Seconds:1.32  |Question Points:1670  |Total:4943
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:1.48  |Question Points:1630  |Total:2357
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:1.36  |Question Points:1660  |Total:2870
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:1.78  |Question Points:1555  |Total:1361
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:C  |Seconds:1.68  |Question Points:1580  |Total:1952
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:1.8  |Question Points:1550  |Total:3432
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:4 |Name:Captain Mat  |Pressed:C  |Seconds:1.8  |Question Points:1550  |Total:3627
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:C  |Seconds:1.8  |Question Points:1550  |Total:2889
1/12/2021 7:54:10 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:2.16  |Question Points:1460  |Total:4853
1/12/2021 7:54:10 PM|NTTX|NTTX - Pack 83 - With Video|Question 3| ID:783  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:C  |Seconds:2.87  |Question Points:1283  |Total:2865
1/12/2021 7:55:22 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:0.98  |Question Points:1755  |Total:6698
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:1.46  |Question Points:1635  |Total:5067
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:1.78  |Question Points:1555  |Total:4444
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:6 |Name:ETC  |Pressed:D  |Seconds:1.79  |Question Points:1553  |Total:6406
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:2.08  |Question Points:1480  |Total:3432
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:D  |Seconds:2.02  |Question Points:1495  |Total:2856
1/12/2021 7:55:24 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:2.8  |Question Points:1300  |Total:4927
1/12/2021 7:55:27 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:5.53  |Question Points:617  |Total:3482
1/12/2021 7:55:27 PM|NTTX|NTTX - Pack 83 - With Video|Question 4| ID:784  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:D  |Seconds:5.72  |Question Points:570  |Total:3440
1/12/2021 7:55:28 PM|NTTX|NTTX - Pack 83 - With Video|Question 4 |ID:784  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:B  |Seconds:6.84  |Question Points:-15.2  |Total:2357
1/12/2021 7:56:38 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:1.08  |Question Points:1730  |Total:8428
1/12/2021 7:56:39 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:D  |Seconds:1.73  |Question Points:1567  |Total:4423
1/12/2021 7:56:39 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:6 |Name:ETC  |Pressed:D  |Seconds:1.79  |Question Points:1553  |Total:7959
1/12/2021 7:56:39 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:2.05  |Question Points:1488  |Total:6415
1/12/2021 7:56:41 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:3.72  |Question Points:1070  |Total:4552
1/12/2021 7:56:42 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:4.7  |Question Points:825  |Total:5269
1/12/2021 7:56:44 PM|NTTX|NTTX - Pack 83 - With Video|Question 5| ID:785  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:D  |Seconds:7.32  |Question Points:170  |Total:2512
1/12/2021 7:56:46 PM|NTTX|NTTX - Pack 83 - With Video|Question 5 |ID:785  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:D  |Seconds:8.59  |Question Points:0  |Total:3440
1/12/2021 7:56:46 PM|NTTX|NTTX - Pack 83 - With Video|Question 5 |ID:785  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:8.65  |Question Points:0  |Total:5067
1/12/2021 7:56:46 PM|NTTX|NTTX - Pack 83 - With Video|Question 5 |ID:785  |Correct:D  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:9.3  |Question Points:0  |Total:3432
1/12/2021 7:57:48 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:1.1  |Question Points:1725  |Total:6148
1/12/2021 7:57:48 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:C  |Seconds:1.14  |Question Points:1715  |Total:10143
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:1.15  |Question Points:1713  |Total:9672
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:1.41  |Question Points:1648  |Total:6715
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:4 |Name:Captain Mat  |Pressed:C  |Seconds:1.77  |Question Points:1558  |Total:7973
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:1.71  |Question Points:1572  |Total:5012
1/12/2021 7:57:50 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:C  |Seconds:2.3  |Question Points:1425  |Total:4857
1/12/2021 7:57:50 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:C  |Seconds:2.46  |Question Points:1385  |Total:5937
1/12/2021 7:57:51 PM|NTTX|NTTX - Pack 83 - With Video|Question 6| ID:786  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:C  |Seconds:3.33  |Question Points:1168  |Total:6437
1/12/2021 7:57:54 PM|NTTX|NTTX - Pack 83 - With Video|Question 6 |ID:786  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:7.2  |Question Points:-1.07  |Total:2512
1/12/2021 7:59:14 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:B  |Seconds:1.12  |Question Points:1720  |Total:11863
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:16 |Name:Thirsty Camels  |Pressed:B  |Seconds:1.54  |Question Points:1615  |Total:6627
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:4 |Name:Captain Mat  |Pressed:B  |Seconds:1.48  |Question Points:1630  |Total:9603
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:1.46  |Question Points:1635  |Total:7572
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:15 |Name:Ale  |Pressed:B  |Seconds:2.14  |Question Points:1465  |Total:7613
1/12/2021 7:59:16 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:7 |Name:GHS  |Pressed:B  |Seconds:2.94  |Question Points:1265  |Total:7980
1/12/2021 7:59:17 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:6 |Name:ETC  |Pressed:B  |Seconds:3.87  |Question Points:1033  |Total:10705
1/12/2021 7:59:18 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:10 |Name:Menace to Sobriety  |Pressed:B  |Seconds:5.24  |Question Points:690  |Total:5547
1/12/2021 7:59:19 PM|NTTX|NTTX - Pack 83 - With Video|Question 7| ID:787  |Correct:B  |Keypad:17 |Name:Bridgeway Boys  |Pressed:B  |Seconds:6.04  |Question Points:490  |Total:6927
1/12/2021 7:59:22 PM|NTTX|NTTX - Pack 83 - With Video|Question 7 |ID:787  |Correct:B  |Keypad:5 |Name:Zero for One  |Pressed:B  |Seconds:8.67  |Question Points:0  |Total:2511
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Question 8 |ID:788  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:A  |Seconds:1.13  |Question Points:-172  |Total:7980
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:1.09  |Question Points:1727  |Total:12432
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:1.5  |Question Points:1625  |Total:8252
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:C  |Seconds:1.46  |Question Points:1635  |Total:13498
1/12/2021 8:00:28 PM|NTTX|NTTX - Pack 83 - With Video|Question 8 |ID:788  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:A  |Seconds:1.81  |Question Points:-155.2  |Total:7572
1/12/2021 8:00:28 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:1.87  |Question Points:1532  |Total:9145
1/12/2021 8:00:28 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:2.11  |Question Points:1473  |Total:3984
1/12/2021 8:00:29 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:C  |Seconds:3.17  |Question Points:1207  |Total:8134
1/12/2021 8:00:31 PM|NTTX|NTTX - Pack 83 - With Video|Question 8 |ID:788  |Correct:C  |Keypad:4 |Name:Captain Mat  |Pressed:B  |Seconds:4.96  |Question Points:-192.5  |Total:9603
1/12/2021 8:00:31 PM|NTTX|NTTX - Pack 83 - With Video|Question 8| ID:788  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:C  |Seconds:5.59  |Question Points:602  |Total:6149
1/12/2021 8:03:03 PM|Quizzame|ROUND 2|Question 1 |ID:245  |Correct:B  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:1.8  |Question Points:-441  |Total:0
1/12/2021 8:03:04 PM|Quizzame|ROUND 2|Question 1 |ID:245  |Correct:B  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:3.52  |Question Points:-384  |Total:0
1/12/2021 8:03:05 PM|Quizzame|ROUND 2|Question 1 |ID:245  |Correct:B  |Keypad:17 |Name:Bridgeway Boys  |Pressed:A  |Seconds:4.33  |Question Points:-357  |Total:0
1/12/2021 8:03:06 PM|Quizzame|ROUND 2|Question 1 |ID:245  |Correct:B  |Keypad:10 |Name:Menace to Sobriety  |Pressed:A  |Seconds:4.97  |Question Points:-336  |Total:0
1/12/2021 8:03:06 PM|Quizzame|ROUND 2|Question 1| ID:245  |Correct:B  |Keypad:16 |Name:Thirsty Camels  |Pressed:B  |Seconds:5.06  |Question Points:661  |Total:661
1/12/2021 8:03:09 PM|Quizzame|ROUND 2|Question 1| ID:245  |Correct:B  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:8.43  |Question Points:435  |Total:435
1/12/2021 8:03:11 PM|Quizzame|ROUND 2|Question 1 |ID:245  |Correct:B  |Keypad:4 |Name:Captain Mat  |Pressed:A  |Seconds:10.04  |Question Points:-169  |Total:0
1/12/2021 8:03:16 PM|Quizzame|ROUND 2|Question 1 |ID:245  |Correct:B  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:A  |Seconds:15.05  |Question Points:0  |Total:0
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:6 |Name:ETC  |Pressed:A  |Seconds:1.11  |Question Points:926  |Total:926
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:0.99  |Question Points:934  |Total:550
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:A  |Seconds:1.11  |Question Points:926  |Total:926
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:7 |Name:GHS  |Pressed:A  |Seconds:1.72  |Question Points:885  |Total:885
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:4 |Name:Captain Mat  |Pressed:A  |Seconds:1.86  |Question Points:875  |Total:706
1/12/2021 8:03:51 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:3 |Name:Deadly Treadlies  |Pressed:A  |Seconds:2  |Question Points:866  |Total:1301
1/12/2021 8:03:51 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:10 |Name:Menace to Sobriety  |Pressed:A  |Seconds:2.02  |Question Points:865  |Total:529
1/12/2021 8:03:54 PM|Quizzame|ROUND 2|Question 2| ID:1696  |Correct:A  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:5.76  |Question Points:614  |Total:173
1/12/2021 8:03:56 PM|Quizzame|ROUND 2|Question 2 |ID:1696  |Correct:A  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:7.2  |Question Points:-26.2  |Total:-357
1/12/2021 8:03:58 PM|Quizzame|ROUND 2|Question 2 |ID:1696  |Correct:A  |Keypad:16 |Name:Thirsty Camels  |Pressed:B  |Seconds:9.35  |Question Points:-191  |Total:661
1/12/2021 8:04:58 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:E  |Seconds:2.57  |Question Points:-623  |Total:926
1/12/2021 8:05:00 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:4.9  |Question Points:-101.5  |Total:173
1/12/2021 8:05:03 PM|Quizzame|ROUND 2|Question 3| ID:12394  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:7.34  |Question Points:1525  |Total:1142
1/12/2021 8:05:03 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:E  |Seconds:8.05  |Question Points:-703  |Total:1301
1/12/2021 8:05:04 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:E  |Seconds:8.88  |Question Points:-62.1  |Total:470
1/12/2021 8:05:06 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:E  |Seconds:10.61  |Question Points:-90  |Total:550
1/12/2021 8:05:08 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:B  |Seconds:12.73  |Question Points:-48  |Total:706
1/12/2021 8:05:09 PM|Quizzame|ROUND 2|Question 3| ID:12394  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:14.13  |Question Points:160  |Total:1045
1/12/2021 8:05:10 PM|Quizzame|ROUND 2|Question 3 |ID:12394  |Correct:D  |Keypad:10 |Name:Menace to Sobriety  |Pressed:B  |Seconds:14.36  |Question Points:-7.8  |Total:529
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:2.23  |Question Points:851  |Total:1449
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:2.08  |Question Points:861  |Total:1164
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:2.52  |Question Points:831  |Total:1876
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:D  |Seconds:2.48  |Question Points:834  |Total:1294
1/12/2021 8:05:55 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:2.74  |Question Points:816  |Total:1337
1/12/2021 8:05:56 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:6 |Name:ETC  |Pressed:D  |Seconds:4.54  |Question Points:696  |Total:1622
1/12/2021 8:05:57 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:D  |Seconds:4.82  |Question Points:677  |Total:749
1/12/2021 8:05:59 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:D  |Seconds:7.06  |Question Points:527  |Total:935
1/12/2021 8:06:00 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:8.28  |Question Points:445  |Total:1103
1/12/2021 8:06:05 PM|Quizzame|ROUND 2|Question 4| ID:878  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:12.81  |Question Points:142  |Total:1284
1/12/2021 8:07:01 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:1.47  |Question Points:2705  |Total:4154
1/12/2021 8:07:01 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:10 |Name:Menace to Sobriety  |Pressed:B  |Seconds:1.77  |Question Points:2644  |Total:3981
1/12/2021 8:07:06 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:15 |Name:Ale  |Pressed:B  |Seconds:6.89  |Question Points:1615  |Total:2364
1/12/2021 8:07:09 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:B  |Seconds:9.37  |Question Points:1117  |Total:2281
1/12/2021 8:07:10 PM|Quizzame|ROUND 2|Question 5 |ID:1563  |Correct:B  |Keypad:16 |Name:Thirsty Camels  |Pressed:A  |Seconds:10.73  |Question Points:-43.8  |Total:935
1/12/2021 8:07:11 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:17 |Name:Bridgeway Boys  |Pressed:B  |Seconds:11.83  |Question Points:622  |Total:1906
1/12/2021 8:07:12 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:6 |Name:ETC  |Pressed:B  |Seconds:12.7  |Question Points:447  |Total:2069
1/12/2021 8:07:12 PM|Quizzame|ROUND 2|Question 5| ID:1563  |Correct:B  |Keypad:5 |Name:Zero for One  |Pressed:B  |Seconds:12.64  |Question Points:459  |Total:1753
1/12/2021 8:07:13 PM|Quizzame|ROUND 2|Question 5 |ID:1563  |Correct:B  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:13.1  |Question Points:-20.3  |Total:1103
1/12/2021 8:07:45 PM|Quizzame|ROUND 2|Question 6| ID:11836  |Correct:B  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:B  |Seconds:1.08  |Question Points:928  |Total:3209
1/12/2021 8:07:46 PM|Quizzame|ROUND 2|Question 6| ID:11836  |Correct:B  |Keypad:6 |Name:ETC  |Pressed:B  |Seconds:2.08  |Question Points:861  |Total:2930
1/12/2021 8:07:46 PM|Quizzame|ROUND 2|Question 6 |ID:11836  |Correct:B  |Keypad:5 |Name:Zero for One  |Pressed:E  |Seconds:2.87  |Question Points:-40.5  |Total:1753
1/12/2021 8:07:46 PM|Quizzame|ROUND 2|Question 6| ID:11836  |Correct:B  |Keypad:17 |Name:Bridgeway Boys  |Pressed:B  |Seconds:2.69  |Question Points:820  |Total:2726
1/12/2021 8:07:49 PM|Quizzame|ROUND 2|Question 6 |ID:11836  |Correct:B  |Keypad:7 |Name:GHS  |Pressed:E  |Seconds:5.08  |Question Points:-33.2  |Total:1876
1/12/2021 8:07:51 PM|Quizzame|ROUND 2|Question 6| ID:11836  |Correct:B  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:7.54  |Question Points:495  |Total:4649
1/12/2021 8:07:54 PM|Quizzame|ROUND 2|Question 6 |ID:11836  |Correct:B  |Keypad:10 |Name:Menace to Sobriety  |Pressed:E  |Seconds:10.48  |Question Points:-77  |Total:3981
1/12/2021 8:07:55 PM|Quizzame|ROUND 2|Question 6 |ID:11836  |Correct:B  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:11.61  |Question Points:-58.5  |Total:2364
1/12/2021 8:09:03 PM|Quizzame|ROUND 2|Question 7 |ID:14534  |Correct:A  |Keypad:3 |Name:Deadly Treadlies  |Pressed:E  |Seconds:5.87  |Question Points:-306  |Total:4649
1/12/2021 8:09:03 PM|Quizzame|ROUND 2|Question 7| ID:14534  |Correct:A  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:A  |Seconds:6.67  |Question Points:553  |Total:3762
1/12/2021 8:09:06 PM|Quizzame|ROUND 2|Question 7 |ID:14534  |Correct:A  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:8.92  |Question Points:-2.06  |Total:891
1/12/2021 8:09:06 PM|Quizzame|ROUND 2|Question 7 |ID:14534  |Correct:A  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:9.41  |Question Points:-37.8  |Total:2306
1/12/2021 8:09:07 PM|Quizzame|ROUND 2|Question 7| ID:14534  |Correct:A  |Keypad:17 |Name:Bridgeway Boys  |Pressed:A  |Seconds:10.3  |Question Points:310  |Total:3036
1/12/2021 8:09:07 PM|Quizzame|ROUND 2|Question 7 |ID:14534  |Correct:A  |Keypad:10 |Name:Menace to Sobriety  |Pressed:E  |Seconds:10.65  |Question Points:-74.5  |Total:3904
1/12/2021 8:09:07 PM|Quizzame|ROUND 2|Question 7 |ID:14534  |Correct:A  |Keypad:7 |Name:GHS  |Pressed:E  |Seconds:10.57  |Question Points:-15.1  |Total:1843
1/12/2021 8:09:08 PM|Quizzame|ROUND 2|Question 7| ID:14534  |Correct:A  |Keypad:4 |Name:Captain Mat  |Pressed:A  |Seconds:11.02  |Question Points:262  |Total:1345
1/12/2021 8:09:12 PM|Quizzame|ROUND 2|Question 7 |ID:14534  |Correct:A  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:15.14  |Question Points:0  |Total:1712
1/12/2021 8:10:35 PM|Quizzame|ROUND 2|Question 8| ID:15705  |Correct:D  |Keypad:6 |Name:ETC  |Pressed:D  |Seconds:2.11  |Question Points:2576  |Total:5506
1/12/2021 8:10:35 PM|Quizzame|ROUND 2|Question 8| ID:15705  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:1.91  |Question Points:2616  |Total:4444
1/12/2021 8:10:39 PM|Quizzame|ROUND 2|Question 8| ID:15705  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:5.52  |Question Points:1890  |Total:6233
1/12/2021 8:10:41 PM|Quizzame|ROUND 2|Question 8 |ID:15705  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:E  |Seconds:7.3  |Question Points:-155.4  |Total:2268
1/12/2021 8:10:41 PM|Quizzame|ROUND 2|Question 8 |ID:15705  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:E  |Seconds:7.21  |Question Points:-78.6  |Total:1345
