1/12/2021 7:32:02 PM|Quizzame|ROUND 1|Domanda 1 |ID:159  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:0.91  |P.ti Domanda:-470  |P.ti Totali:0
1/12/2021 7:51:38 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1| ID:781  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:1.14  |P.ti Domanda:1715  |P.ti Totali:1715
1/12/2021 7:51:39 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1| ID:781  |Corretta:B  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:1.39  |P.ti Domanda:1653  |P.ti Totali:1653
1/12/2021 7:51:43 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1| ID:781  |Corretta:B  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:6.2  |P.ti Domanda:450  |P.ti Totali:450
1/12/2021 7:51:44 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1 |ID:781  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:6.59  |P.ti Domanda:-183  |P.ti Totali:0
1/12/2021 7:51:44 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1 |ID:781  |Corretta:B  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:6.53  |P.ti Domanda:-190  |P.ti Totali:0
1/12/2021 7:51:44 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1 |ID:781  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:6.99  |P.ti Domanda:-133  |P.ti Totali:0
1/12/2021 7:51:44 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1 |ID:781  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:6.97  |P.ti Domanda:-136  |P.ti Totali:0
1/12/2021 7:51:45 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1| ID:781  |Corretta:B  |Keypad:7 |Nome:GHS  |Tasto:B  |Secondi:7.53  |P.ti Domanda:117  |P.ti Totali:117
1/12/2021 7:51:45 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1| ID:781  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:7.94  |P.ti Domanda:15  |P.ti Totali:15
1/12/2021 7:51:46 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 1 |ID:781  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:8.7  |P.ti Domanda:0  |P.ti Totali:0
1/12/2021 7:52:47 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:6 |Nome:ETC  |Tasto:A  |Secondi:1.04  |P.ti Domanda:1740  |P.ti Totali:3393
1/12/2021 7:52:47 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:0.94  |P.ti Domanda:1765  |P.ti Totali:1882
1/12/2021 7:52:47 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:1.49  |P.ti Domanda:1627  |P.ti Totali:2077
1/12/2021 7:52:47 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:1.77  |P.ti Domanda:1558  |P.ti Totali:3273
1/12/2021 7:52:47 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:1.73  |P.ti Domanda:1567  |P.ti Totali:1582
1/12/2021 7:52:48 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:2.1  |P.ti Domanda:1475  |P.ti Totali:1339
1/12/2021 7:52:49 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:16 |Nome:Thirsty Camels  |Tasto:A  |Secondi:3.16  |P.ti Domanda:1210  |P.ti Totali:1210
1/12/2021 7:52:50 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:4.56  |P.ti Domanda:860  |P.ti Totali:727
1/12/2021 7:52:51 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2 |ID:782  |Corretta:A  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:5.14  |P.ti Domanda:-3.63  |P.ti Totali:-190
1/12/2021 7:52:52 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 2| ID:782  |Corretta:A  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:5.78  |P.ti Domanda:555  |P.ti Totali:372
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:1.32  |P.ti Domanda:1670  |P.ti Totali:4943
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:1.48  |P.ti Domanda:1630  |P.ti Totali:2357
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.36  |P.ti Domanda:1660  |P.ti Totali:2870
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:1.78  |P.ti Domanda:1555  |P.ti Totali:1361
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:1.68  |P.ti Domanda:1580  |P.ti Totali:1952
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:1.8  |P.ti Domanda:1550  |P.ti Totali:3432
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:1.8  |P.ti Domanda:1550  |P.ti Totali:3627
1/12/2021 7:54:09 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:1.8  |P.ti Domanda:1550  |P.ti Totali:2889
1/12/2021 7:54:10 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:2.16  |P.ti Domanda:1460  |P.ti Totali:4853
1/12/2021 7:54:10 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 3| ID:783  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:2.87  |P.ti Domanda:1283  |P.ti Totali:2865
1/12/2021 7:55:22 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:0.98  |P.ti Domanda:1755  |P.ti Totali:6698
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:1.46  |P.ti Domanda:1635  |P.ti Totali:5067
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:1.78  |P.ti Domanda:1555  |P.ti Totali:4444
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:1.79  |P.ti Domanda:1553  |P.ti Totali:6406
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:2.08  |P.ti Domanda:1480  |P.ti Totali:3432
1/12/2021 7:55:23 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:D  |Secondi:2.02  |P.ti Domanda:1495  |P.ti Totali:2856
1/12/2021 7:55:24 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:2.8  |P.ti Domanda:1300  |P.ti Totali:4927
1/12/2021 7:55:27 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:5.53  |P.ti Domanda:617  |P.ti Totali:3482
1/12/2021 7:55:27 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4| ID:784  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:5.72  |P.ti Domanda:570  |P.ti Totali:3440
1/12/2021 7:55:28 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 4 |ID:784  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:B  |Secondi:6.84  |P.ti Domanda:-15.2  |P.ti Totali:2357
1/12/2021 7:56:38 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:1.08  |P.ti Domanda:1730  |P.ti Totali:8428
1/12/2021 7:56:39 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:D  |Secondi:1.73  |P.ti Domanda:1567  |P.ti Totali:4423
1/12/2021 7:56:39 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:1.79  |P.ti Domanda:1553  |P.ti Totali:7959
1/12/2021 7:56:39 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:2.05  |P.ti Domanda:1488  |P.ti Totali:6415
1/12/2021 7:56:41 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:3.72  |P.ti Domanda:1070  |P.ti Totali:4552
1/12/2021 7:56:42 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:4.7  |P.ti Domanda:825  |P.ti Totali:5269
1/12/2021 7:56:44 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5| ID:785  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:D  |Secondi:7.32  |P.ti Domanda:170  |P.ti Totali:2512
1/12/2021 7:56:46 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5 |ID:785  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:8.59  |P.ti Domanda:0  |P.ti Totali:3440
1/12/2021 7:56:46 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5 |ID:785  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:8.65  |P.ti Domanda:0  |P.ti Totali:5067
1/12/2021 7:56:46 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 5 |ID:785  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:9.3  |P.ti Domanda:0  |P.ti Totali:3432
1/12/2021 7:57:48 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:1.1  |P.ti Domanda:1725  |P.ti Totali:6148
1/12/2021 7:57:48 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:1.14  |P.ti Domanda:1715  |P.ti Totali:10143
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.15  |P.ti Domanda:1713  |P.ti Totali:9672
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:1.41  |P.ti Domanda:1648  |P.ti Totali:6715
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:1.77  |P.ti Domanda:1558  |P.ti Totali:7973
1/12/2021 7:57:49 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.71  |P.ti Domanda:1572  |P.ti Totali:5012
1/12/2021 7:57:50 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:2.3  |P.ti Domanda:1425  |P.ti Totali:4857
1/12/2021 7:57:50 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:2.46  |P.ti Domanda:1385  |P.ti Totali:5937
1/12/2021 7:57:51 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6| ID:786  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:3.33  |P.ti Domanda:1168  |P.ti Totali:6437
1/12/2021 7:57:54 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 6 |ID:786  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:7.2  |P.ti Domanda:-1.07  |P.ti Totali:2512
1/12/2021 7:59:14 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:1.12  |P.ti Domanda:1720  |P.ti Totali:11863
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:1.54  |P.ti Domanda:1615  |P.ti Totali:6627
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:1.48  |P.ti Domanda:1630  |P.ti Totali:9603
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:1.46  |P.ti Domanda:1635  |P.ti Totali:7572
1/12/2021 7:59:15 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:15 |Nome:Ale  |Tasto:B  |Secondi:2.14  |P.ti Domanda:1465  |P.ti Totali:7613
1/12/2021 7:59:16 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:7 |Nome:GHS  |Tasto:B  |Secondi:2.94  |P.ti Domanda:1265  |P.ti Totali:7980
1/12/2021 7:59:17 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:3.87  |P.ti Domanda:1033  |P.ti Totali:10705
1/12/2021 7:59:18 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:B  |Secondi:5.24  |P.ti Domanda:690  |P.ti Totali:5547
1/12/2021 7:59:19 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7| ID:787  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:B  |Secondi:6.04  |P.ti Domanda:490  |P.ti Totali:6927
1/12/2021 7:59:22 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 7 |ID:787  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:B  |Secondi:8.67  |P.ti Domanda:0  |P.ti Totali:2511
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8 |ID:788  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:1.13  |P.ti Domanda:-172  |P.ti Totali:7980
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.09  |P.ti Domanda:1727  |P.ti Totali:12432
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.5  |P.ti Domanda:1625  |P.ti Totali:8252
1/12/2021 8:00:27 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:1.46  |P.ti Domanda:1635  |P.ti Totali:13498
1/12/2021 8:00:28 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8 |ID:788  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:1.81  |P.ti Domanda:-155.2  |P.ti Totali:7572
1/12/2021 8:00:28 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:1.87  |P.ti Domanda:1532  |P.ti Totali:9145
1/12/2021 8:00:28 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:2.11  |P.ti Domanda:1473  |P.ti Totali:3984
1/12/2021 8:00:29 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:3.17  |P.ti Domanda:1207  |P.ti Totali:8134
1/12/2021 8:00:31 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8 |ID:788  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:4.96  |P.ti Domanda:-192.5  |P.ti Totali:9603
1/12/2021 8:00:31 PM|NTTX|NTTX - Pack 83 - With Video|Domanda 8| ID:788  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:5.59  |P.ti Domanda:602  |P.ti Totali:6149
1/12/2021 8:03:03 PM|Quizzame|ROUND 2|Domanda 1 |ID:245  |Corretta:B  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:1.8  |P.ti Domanda:-441  |P.ti Totali:0
1/12/2021 8:03:04 PM|Quizzame|ROUND 2|Domanda 1 |ID:245  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:3.52  |P.ti Domanda:-384  |P.ti Totali:0
1/12/2021 8:03:05 PM|Quizzame|ROUND 2|Domanda 1 |ID:245  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:4.33  |P.ti Domanda:-357  |P.ti Totali:0
1/12/2021 8:03:06 PM|Quizzame|ROUND 2|Domanda 1 |ID:245  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:4.97  |P.ti Domanda:-336  |P.ti Totali:0
1/12/2021 8:03:06 PM|Quizzame|ROUND 2|Domanda 1| ID:245  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:5.06  |P.ti Domanda:661  |P.ti Totali:661
1/12/2021 8:03:09 PM|Quizzame|ROUND 2|Domanda 1| ID:245  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:8.43  |P.ti Domanda:435  |P.ti Totali:435
1/12/2021 8:03:11 PM|Quizzame|ROUND 2|Domanda 1 |ID:245  |Corretta:B  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:10.04  |P.ti Domanda:-169  |P.ti Totali:0
1/12/2021 8:03:16 PM|Quizzame|ROUND 2|Domanda 1 |ID:245  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:15.05  |P.ti Domanda:0  |P.ti Totali:0
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:6 |Nome:ETC  |Tasto:A  |Secondi:1.11  |P.ti Domanda:926  |P.ti Totali:926
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:0.99  |P.ti Domanda:934  |P.ti Totali:550
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:1.11  |P.ti Domanda:926  |P.ti Totali:926
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:1.72  |P.ti Domanda:885  |P.ti Totali:885
1/12/2021 8:03:50 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:1.86  |P.ti Domanda:875  |P.ti Totali:706
1/12/2021 8:03:51 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:2  |P.ti Domanda:866  |P.ti Totali:1301
1/12/2021 8:03:51 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:2.02  |P.ti Domanda:865  |P.ti Totali:529
1/12/2021 8:03:54 PM|Quizzame|ROUND 2|Domanda 2| ID:1696  |Corretta:A  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:5.76  |P.ti Domanda:614  |P.ti Totali:173
1/12/2021 8:03:56 PM|Quizzame|ROUND 2|Domanda 2 |ID:1696  |Corretta:A  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:7.2  |P.ti Domanda:-26.2  |P.ti Totali:-357
1/12/2021 8:03:58 PM|Quizzame|ROUND 2|Domanda 2 |ID:1696  |Corretta:A  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:9.35  |P.ti Domanda:-191  |P.ti Totali:661
1/12/2021 8:04:58 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:E  |Secondi:2.57  |P.ti Domanda:-623  |P.ti Totali:926
1/12/2021 8:05:00 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:4.9  |P.ti Domanda:-101.5  |P.ti Totali:173
1/12/2021 8:05:03 PM|Quizzame|ROUND 2|Domanda 3| ID:12394  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:7.34  |P.ti Domanda:1525  |P.ti Totali:1142
1/12/2021 8:05:03 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:E  |Secondi:8.05  |P.ti Domanda:-703  |P.ti Totali:1301
1/12/2021 8:05:04 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:E  |Secondi:8.88  |P.ti Domanda:-62.1  |P.ti Totali:470
1/12/2021 8:05:06 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:E  |Secondi:10.61  |P.ti Domanda:-90  |P.ti Totali:550
1/12/2021 8:05:08 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:12.73  |P.ti Domanda:-48  |P.ti Totali:706
1/12/2021 8:05:09 PM|Quizzame|ROUND 2|Domanda 3| ID:12394  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:14.13  |P.ti Domanda:160  |P.ti Totali:1045
1/12/2021 8:05:10 PM|Quizzame|ROUND 2|Domanda 3 |ID:12394  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:B  |Secondi:14.36  |P.ti Domanda:-7.8  |P.ti Totali:529
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:2.23  |P.ti Domanda:851  |P.ti Totali:1449
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:2.08  |P.ti Domanda:861  |P.ti Totali:1164
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:2.52  |P.ti Domanda:831  |P.ti Totali:1876
1/12/2021 8:05:54 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:D  |Secondi:2.48  |P.ti Domanda:834  |P.ti Totali:1294
1/12/2021 8:05:55 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:2.74  |P.ti Domanda:816  |P.ti Totali:1337
1/12/2021 8:05:56 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:4.54  |P.ti Domanda:696  |P.ti Totali:1622
1/12/2021 8:05:57 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:D  |Secondi:4.82  |P.ti Domanda:677  |P.ti Totali:749
1/12/2021 8:05:59 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:7.06  |P.ti Domanda:527  |P.ti Totali:935
1/12/2021 8:06:00 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:8.28  |P.ti Domanda:445  |P.ti Totali:1103
1/12/2021 8:06:05 PM|Quizzame|ROUND 2|Domanda 4| ID:878  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:12.81  |P.ti Domanda:142  |P.ti Totali:1284
